sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number
SR23-01812058,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-19T11:51:13.000,2023-10-19T11:51:17.000,2023-10-19T11:51:17.000,1253 W GRENSHAW ST,Chicago,Illinois,60607,1253,W,GRENSHAW,ST,False,False,28,28,3,12,1231,10,11,5,10,1167965.299249465,1895112.837264017,41.86773858,-87.658846626,"{'latitude': '41.86773858015131', 'longitude': '-87.65884662627275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,M024,
SR23-01932986,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-07T10:28:38.000,2023-11-07T10:33:37.000,2023-11-07T10:28:38.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,3,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01783164,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Alderman's Office,2023-10-16T09:53:18.000,2023-10-31T12:35:29.000,2023-10-31T12:35:29.000,1850 W 45TH ST,Chicago,Illinois,60609,1850,W,45TH,ST,False,False,61,15,2,09,0924,5,9,2,10,1164558.342767205,1874919.217478761,41.812398001,-87.671925,"{'latitude': '41.812398000940235', 'longitude': '-87.67192500000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,L032,
SR23-01844516,Sign Repair Request - All Other Signs,PCE,CDOT - Department of Transportation,Open,Phone Call,2023-10-24T12:22:47.000,2023-10-24T12:22:49.000,,225 W WASHINGTON BLVD,Chicago,Illinois,60606,225,W,WASHINGTON,BLVD,False,False,32,34,2,01,0122,9,12,3,10,1174464.07829464,1900675.030716631,41.882859001,-87.6348225,"{'latitude': '41.88285900094047', 'longitude': '-87.63482250000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,P022,
SR23-01850231,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25T09:21:45.000,2023-10-25T09:32:25.000,2023-10-25T09:21:45.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01925722,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-06T10:22:26.000,2023-11-06T10:31:07.000,2023-11-06T10:22:27.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,2,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01756006,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Internet,2023-10-11T15:24:53.000,2023-10-26T07:53:39.000,2023-10-26T07:53:39.000,6921 S WOLCOTT AVE,Chicago,Illinois,60636,6921,S,WOLCOTT,AVE,False,False,67,17,3,07,0735,19,15,4,10,1164960.719610462,1858681.078324887,41.767830001,-87.670908,"{'latitude': '41.76783000094006', 'longitude': '-87.6709080000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L038,
SR23-01926281,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-06T11:07:49.000,2023-11-06T11:32:45.000,2023-11-06T11:07:49.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,11,2,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01731416,Clean Vacant Lot Request,SCT,Streets and Sanitation,Completed,Internet,2023-10-07T15:24:33.000,2023-10-10T15:22:35.000,2023-10-10T15:22:35.000,3521 N WESTERN AVE,Chicago,Illinois,60618,3521,N,WESTERN,AVE,False,False,5,32,2,19,1921,7,15,7,10,1159827.234708046,1923437.035103642,41.945634001,-87.6879405,"{'latitude': '41.94563400094067', 'longitude': '-87.68794050000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,K014,
SR23-01699817,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-03T08:03:32.000,2023-10-03T08:31:51.000,2023-10-03T08:03:32.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,8,42,3,18,1831,25,8,3,10,1176008.091766003,1903226.227425753,41.889825001,-87.629076,"{'latitude': '41.88982500094048', 'longitude': '-87.62907600000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,P021,
SR23-01730704,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-07T12:56:31.000,2023-10-07T13:31:22.000,2023-10-07T12:56:32.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01785395,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Alderman's Office,2023-10-16T12:47:23.000,2023-10-18T07:34:05.000,2023-10-18T07:34:05.000,6401 S LAPORTE AVE,Chicago,Illinois,60638,6401,S,LAPORTE,AVE,False,False,64,13,1,08,0813,13,12,2,10,1144567.289644895,1861661.690119486,41.776416001,-87.7455855,"{'latitude': '41.776416000940074', 'longitude': '-87.74558550000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,D037,
SR23-01796302,Sidewalk Inspection Request,PBS,CDOT - Department of Transportation,Open,Mobile Device,2023-10-17T16:12:57.000,2023-10-17T16:12:59.000,,5043 N NEWCASTLE AVE,,,,5043,N,NEWCASTLE,AVE,False,False,10,41,1,16,1613,24,16,3,10,1130012.465703193,1933290.610255811,41.973237001,-87.797304,"{'latitude': '41.973237000940756', 'longitude': '-87.7973040000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Z110,
SR23-01703893,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-03T14:30:23.000,2023-10-03T15:30:43.000,2023-10-03T14:30:23.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01813605,No Building Permit and Construction Violation,BBD,DOB - Buildings,Open,Internet,2023-10-19T13:36:28.000,2023-10-19T13:36:29.000,,526 N WESTERN AVE,Chicago,Illinois,60612,526,N,WESTERN,AVE,True,False,24,36,2,12,1221,17,13,5,10,1160200.716571295,1903767.631458085,41.891652001,-87.6871125,"{'latitude': '41.891652000940475', 'longitude': '-87.68711250000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J021,SR23-01775108
SR23-01827995,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21T15:41:02.000,2023-10-21T16:31:04.000,2023-10-21T15:41:02.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01825997,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21T09:09:09.000,2023-10-21T09:31:38.000,2023-10-21T09:09:09.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01796814,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17T17:34:03.000,2023-10-17T18:30:41.000,2023-10-17T17:34:04.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01735205,Street Light Out Complaint,SFD,CDOT - Department of Transportation,Completed,Mobile Device,2023-10-08T15:23:00.000,2023-10-10T06:22:53.000,2023-10-10T06:22:53.000,3920 N GREENVIEW AVE,,,,3920,N,GREENVIEW,AVE,True,False,6,46,2,19,1922,33,15,1,10,1165297.707456468,1926224.082173898,41.953167001,-87.6677535,"{'latitude': '41.95316700094072', 'longitude': '-87.6677535000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,M013,SR23-01721374
SR23-01924620,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-06T08:32:21.000,2023-11-06T09:30:56.000,2023-11-06T08:32:21.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,2,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01795849,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17T15:21:46.000,2023-10-17T15:31:10.000,2023-10-17T15:21:46.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01885449,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,Open,E-Mail,2023-10-30T15:53:28.000,2023-10-30T16:04:28.000,,11828 S WESTERN AVE,Chicago,Illinois,60643,11828,S,WESTERN,AVE,False,False,75,19,1,22,2212,47,15,2,10,1162512.194257058,1825972.919946772,41.67812488,-87.680791771,"{'latitude': '41.678124879570795', 'longitude': '-87.68079177088174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BACP - Business Affairs and Consumer Protection,J050,
SR23-01921706,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-05T14:46:39.000,2023-11-05T15:30:58.000,2023-11-05T14:46:39.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,14,1,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01879301,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Internet,2023-10-29T19:07:10.000,2023-10-30T07:09:09.000,2023-10-30T07:09:09.000,3398 W LAKE ST,Chicago,Illinois,60624,3398,W,LAKE,ST,False,False,27,28,2,11,1123,2,19,1,10,1153703.238460315,1901191.078334489,41.884713483,-87.71104349,"{'latitude': '41.88471348347375', 'longitude': '-87.71104349011175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H022,
SR23-01770878,Aircraft Noise Complaint,AVN,Aviation,Completed,Mobile Device,2023-10-13T16:21:55.000,2023-10-13T16:32:06.000,2023-10-13T16:21:55.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,16,6,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01847506,Vicious Animal Complaint,EAF,Animal Care and Control,Completed,Phone Call,2023-10-24T17:53:27.000,2023-10-27T09:55:14.000,2023-10-27T09:55:14.000,7824 S SOUTH SHORE DR,Chicago,Illinois,60649,7824,S,SOUTH SHORE,DR,False,False,43,7,2,04,0421,18,17,3,10,1197808.501185503,1853879.91816701,41.753898001,-87.550668,"{'latitude': '41.75389800094002', 'longitude': '-87.55066800000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,X040,
SR23-01701210,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-03T10:17:59.000,2023-10-03T10:32:55.000,2023-10-03T10:18:00.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,10,3,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01836480,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-23T11:33:24.000,2023-10-23T12:31:27.000,2023-10-23T11:33:25.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01795181,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Phone Call,2023-10-17T14:25:11.000,2023-10-26T11:54:28.000,2023-10-26T11:54:28.000,514 E 115TH ST,Chicago,Illinois,60628,514,E,115TH,ST,False,False,50,9,3,05,0531,46,14,3,10,1181605.375032511,1828880.996371516,41.685687001,-87.610815,"{'latitude': '41.68568700093976', 'longitude': '-87.61081500000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,R049,
SR23-01687623,Tree Debris Clean-Up Request,SEL,Streets and Sanitation,Completed,Internet,2023-10-01T11:05:50.000,2023-10-02T11:50:22.000,2023-10-02T11:50:22.000,4766 N KEYSTONE AVE,Chicago,Illinois,60630,4766,N,KEYSTONE,AVE,False,False,14,39,2,17,1722,31,11,1,10,1148466.672209664,1931337.274432283,41.967540001,-87.7294935,"{'latitude': '41.96754000094074', 'longitude': '-87.72949350000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F011,
SR23-01878302,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-29T14:06:32.000,2023-10-29T14:31:36.000,2023-10-29T14:06:32.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,14,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01888434,Sidewalk Inspection Request,PBS,CDOT - Department of Transportation,Open,spot-open311-Chicago+Works,2023-10-31T09:31:56.000,2023-10-31T10:31:23.000,,2253 S HALSTED ST,Chicago,IL,,2253,S,HALSTED,ST,False,False,31,25,3,12,1235,3,9,3,10,1171403.781321068,1889100.358871815,41.851165038,-87.646400046,"{'latitude': '41.85116503758461', 'longitude': '-87.64640004567745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,O027,
SR23-01828472,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21T18:11:14.000,2023-10-21T18:30:58.000,2023-10-21T18:11:15.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,18,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01781302,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-16T06:28:23.000,2023-10-16T06:30:33.000,2023-10-16T06:28:23.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,6,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01795051,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17T14:15:24.000,2023-10-17T14:31:02.000,2023-10-17T14:15:24.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01914821,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-03T21:08:02.000,2023-11-03T21:30:56.000,2023-11-03T21:08:02.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,6,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01797712,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17T21:29:53.000,2023-10-17T21:30:39.000,2023-10-17T21:29:54.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,21,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01792538,No Building Permit and Construction Violation,BBD,DOB - Buildings,Open,Phone Call,2023-10-17T10:48:57.000,2023-10-17T10:49:01.000,,1932 N FAIRFIELD AVE,Chicago,Illinois,60647,1932,N,FAIRFIELD,AVE,False,False,22,1,2,14,1421,44,10,3,10,1157650.719139145,1912859.800033669,41.916654001,-87.6962295,"{'latitude': '41.91665400094056', 'longitude': '-87.6962295000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,J018,
SR23-01742274,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-09T21:03:38.000,2023-10-09T21:30:57.000,2023-10-09T21:03:38.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01931211,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Open,Mobile Device,2023-11-07T07:12:01.000,2023-11-07T07:12:06.000,,825 N HUDSON AVE,,,,825,N,HUDSON,AVE,False,False,8,27,2,18,1823,48,7,3,11,1173112.469270284,1905967.523955298,41.897412001,-87.6396285,"{'latitude': '41.897412000940506', 'longitude': '-87.6396285000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,O020,
